a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,niveau_hierarchique_poste,heure_supplementaires,augmentation_salaire_precedente,satisfaction_globale,note_evaluation
1,0,6,10,3,Infra & Cloud,Occasionnel,1,21,1,1416,Célibataire,Consulting,Consultant,1,1,1,0,13,1.75,2.5
0,3,2,8,4,Infra & Cloud,Occasionnel,1,46,1,4615,Divorcé(e),Consulting,Assistant de Direction,8,16,2,1,23,2.25,3.0
1,3,2,4,4,Infra & Cloud,Occasionnel,2,51,0,2461,Marié(e),Consulting,Assistant de Direction,9,10,1,1,12,2.75,3.0
1,0,2,24,2,Entrepreunariat,Aucun,1,28,0,8722,Célibataire,Consulting,Manager,1,10,3,0,12,1.5,2.5
0,2,2,1,2,Transformation Digitale,Occasionnel,1,26,0,3955,Marié(e),Consulting,Consultant,1,5,1,0,16,1.5,2.5
0,1,1,20,3,Autre,Occasionnel,0,30,0,9957,Marié(e),Consulting,Tech Lead,0,6,2,0,15,2.25,3.0
0,0,3,7,2,Entrepreunariat,Occasionnel,0,41,1,3376,Marié(e),Consulting,Assistant de Direction,1,10,1,0,13,2.75,3.5
0,1,4,17,1,Infra & Cloud,Occasionnel,1,38,1,8823,Marié(e),Consulting,Manager,0,19,3,0,18,2.25,2.5
0,1,6,20,4,Entrepreunariat,Occasionnel,11,40,0,10322,Marié(e),Consulting,Manager,4,11,3,0,20,3.0,3.5
0,3,4,8,5,Infra & Cloud,Aucun,1,27,0,4621,Marié(e),Consulting,Consultant,1,3,1,0,19,2.75,2.0
0,1,4,2,1,Infra & Cloud,Frequent,1,55,0,10976,Marié(e),Consulting,Tech Lead,3,3,3,0,18,2.75,3.0
0,0,4,10,3,Autre,Occasionnel,1,28,1,3660,Célibataire,Consulting,Assistant de Direction,3,8,2,0,13,3.5,3.0
1,1,1,1,2,Transformation Digitale,Occasionnel,3,44,0,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,20,3,0,14,2.5,2.5
0,1,2,5,3,Infra & Cloud,Occasionnel,1,33,0,7119,Divorcé(e),Consulting,Manager,4,3,3,0,15,3.5,2.5
1,0,2,4,3,Entrepreunariat,Occasionnel,4,35,0,9582,Célibataire,Commercial,Cadre Commercial,0,8,3,1,22,2.25,3.5
1,0,4,29,4,Transformation Digitale,Frequent,3,33,1,4508,Célibataire,Consulting,Assistant de Direction,1,13,2,0,22,2.25,3.0
0,1,5,15,2,Infra & Cloud,Occasionnel,2,28,0,2207,Divorcé(e),Consulting,Consultant,1,4,1,0,16,2.5,3.0
0,0,1,3,1,Infra & Cloud,Frequent,0,34,0,7756,Célibataire,Consulting,Manager,0,6,2,0,17,2.5,3.0
0,3,5,10,4,Infra & Cloud,Occasionnel,0,37,1,6694,Divorcé(e),Commercial,Cadre Commercial,2,1,2,1,14,3.5,2.5
1,1,3,4,1,Entrepreunariat,Occasionnel,5,25,0,3691,Marié(e),Consulting,Consultant,1,7,1,1,15,3.5,3.0
1,1,0,21,3,Transformation Digitale,Occasionnel,0,26,0,2377,Divorcé(e),Consulting,Consultant,1,1,1,0,20,2.25,3.5
1,0,0,25,3,Transformation Digitale,Occasionnel,2,33,0,2313,Célibataire,Consulting,Assistant de Direction,4,2,1,1,20,2.0,3.0
0,1,3,2,2,Transformation Digitale,Occasionnel,13,42,0,17665,Marié(e),Consulting,Senior Manager,0,22,4,0,17,3.0,3.0
1,2,2,1,3,Transformation Digitale,Frequent,0,28,0,2596,Divorcé(e),Consulting,Consultant,1,1,1,0,15,1.75,2.5
1,0,4,1,4,Autre,Frequent,0,50,0,4728,Célibataire,Commercial,Cadre Commercial,3,0,2,1,14,3.5,3.0
0,1,3,7,3,Infra & Cloud,Frequent,0,33,1,4302,Marié(e),Commercial,Cadre Commercial,0,3,2,0,17,3.0,3.0
0,3,2,3,4,Infra & Cloud,Aucun,0,34,0,2979,Marié(e),Consulting,Assistant de Direction,3,0,1,0,17,3.5,2.5
0,0,3,1,4,Transformation Digitale,Aucun,2,48,0,16885,Célibataire,Consulting,Senior Manager,2,5,4,0,22,2.5,4.0
0,1,2,9,4,Infra & Cloud,Aucun,4,45,1,5593,Marié(e),Commercial,Cadre Commercial,1,15,2,0,13,3.0,2.5
0,0,4,7,4,Infra & Cloud,Occasionnel,4,52,0,10445,Célibataire,Consulting,Manager,7,8,3,0,19,2.75,3.0
0,2,2,10,4,Marketing,Occasionnel,2,38,0,8740,Divorcé(e),Commercial,Cadre Commercial,0,8,3,1,14,2.75,2.5
0,1,1,28,4,Infra & Cloud,Occasionnel,1,29,1,2514,Divorcé(e),Consulting,Assistant de Direction,4,7,1,0,22,2.75,3.5
0,3,3,3,3,Transformation Digitale,Occasionnel,1,28,1,7655,Divorcé(e),Consulting,Tech Lead,0,9,3,0,17,2.5,3.0
0,1,3,3,1,Marketing,Occasionnel,4,46,0,17465,Marié(e),Commercial,Senior Manager,3,12,4,0,12,2.75,3.0
0,0,2,2,2,Marketing,Occasionnel,0,38,0,7351,Célibataire,Commercial,Cadre Commercial,7,1,3,0,16,3.0,3.0
0,1,1,27,3,Infra & Cloud,Frequent,0,43,1,10820,Marié(e),Consulting,Tech Lead,8,8,3,0,11,2.5,3.0
1,3,4,2,3,Infra & Cloud,Frequent,11,39,0,12169,Divorcé(e),Consulting,Manager,7,18,4,0,11,3.0,3.0
0,0,2,14,3,Transformation Digitale,Occasionnel,4,40,0,19626,Célibataire,Consulting,Directeur Technique,1,20,5,0,14,2.75,2.5
0,0,6,1,1,Entrepreunariat,Occasionnel,2,21,1,2070,Célibataire,Consulting,Assistant de Direction,1,2,1,1,11,3.25,2.5
0,0,2,9,3,Infra & Cloud,Aucun,0,39,0,6782,Célibataire,Consulting,Consultant,9,5,2,0,15,2.5,3.0
0,0,0,18,4,Infra & Cloud,Aucun,0,36,0,7779,Célibataire,Consulting,Tech Lead,2,11,2,0,20,2.25,3.5
0,1,4,20,3,Infra & Cloud,Frequent,2,31,0,2791,Marié(e),Commercial,Représentant Commercial,0,2,1,0,12,2.75,3.5
0,0,2,2,1,Infra & Cloud,Occasionnel,0,28,0,3201,Marié(e),Consulting,Assistant de Direction,0,5,1,0,17,1.25,2.5
0,1,3,11,2,Marketing,Frequent,0,35,0,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,2,0,11,3.75,3.0
0,1,3,8,4,Entrepreunariat,Occasionnel,2,49,0,13120,Marié(e),Commercial,Cadre Commercial,6,9,4,0,17,2.75,2.5
0,0,3,2,2,Infra & Cloud,Frequent,0,34,0,4033,Célibataire,Consulting,Tech Lead,2,3,2,0,11,3.25,3.0
0,2,2,10,3,Infra & Cloud,Frequent,1,29,1,3291,Divorcé(e),Consulting,Assistant de Direction,0,7,1,0,14,3.0,3.0
0,0,3,29,3,Transformation Digitale,Occasionnel,0,42,0,4272,Célibataire,Consulting,Consultant,4,1,2,0,19,2.5,2.0
0,1,2,8,1,Transformation Digitale,Occasionnel,1,29,0,5056,Marié(e),Consulting,Tech Lead,1,10,2,1,15,2.75,2.5
0,1,2,1,3,Ressources Humaines,Occasionnel,5,38,0,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,1,0,13,3.5,3.5
0,1,2,6,3,Infra & Cloud,Frequent,0,28,0,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,1,1,14,3.25,2.5
1,0,0,8,1,Transformation Digitale,Aucun,0,18,0,1904,Célibataire,Consulting,Consultant,1,0,1,0,12,3.25,3.0
1,0,3,9,4,Marketing,Occasionnel,0,33,1,8224,Célibataire,Commercial,Cadre Commercial,0,5,2,1,17,1.5,3.0
0,1,4,12,4,Infra & Cloud,Occasionnel,0,41,0,4766,Marié(e),Consulting,Consultant,3,1,1,1,11,2.5,3.0
1,1,5,15,3,Transformation Digitale,Frequent,2,31,0,2610,Marié(e),Consulting,Consultant,1,2,1,0,12,2.75,3.0
0,2,2,25,2,Transformation Digitale,Occasionnel,1,37,1,5731,Divorcé(e),Consulting,Manager,7,6,2,0,13,3.25,2.5
0,1,0,6,3,Infra & Cloud,Occasionnel,2,27,0,2539,Marié(e),Consulting,Assistant de Direction,1,4,1,0,13,3.25,2.5
0,0,3,9,1,Infra & Cloud,Occasionnel,1,34,1,5714,Marié(e),Commercial,Cadre Commercial,1,6,2,0,20,2.0,3.5
0,0,2,8,4,Entrepreunariat,Occasionnel,1,35,0,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,5,1,0,17,2.25,3.0
1,1,3,23,1,Infra & Cloud,Occasionnel,3,29,1,7336,Marié(e),Commercial,Cadre Commercial,1,11,3,0,13,1.75,2.5
0,0,3,9,4,Transformation Digitale,Frequent,2,40,1,13499,Célibataire,Consulting,Directeur Technique,9,18,3,0,17,2.5,3.0
1,0,2,12,3,Infra & Cloud,Frequent,13,42,0,13758,Célibataire,Commercial,Cadre Commercial,0,21,4,1,12,2.0,3.0
0,0,3,4,4,Marketing,Occasionnel,1,42,0,5155,Célibataire,Commercial,Cadre Commercial,7,6,2,0,13,2.75,3.0
0,1,2,1,4,Transformation Digitale,Occasionnel,1,35,0,2258,Marié(e),Consulting,Consultant,6,8,1,0,12,3.0,2.5
0,0,2,24,3,Transformation Digitale,Occasionnel,1,24,0,3597,Célibataire,Consulting,Consultant,8,4,1,0,22,3.25,3.5
1,0,4,12,1,Infra & Cloud,Occasionnel,0,28,1,2515,Marié(e),Consulting,Consultant,1,1,1,1,11,3.25,3.0
0,1,2,3,4,Transformation Digitale,Occasionnel,0,26,0,4420,Marié(e),Consulting,Consultant,1,8,1,0,22,2.5,4.0
0,1,3,10,3,Marketing,Occasionnel,1,30,0,6578,Marié(e),Commercial,Cadre Commercial,1,10,2,0,18,2.5,2.5
0,1,3,26,2,Transformation Digitale,Frequent,0,40,1,4422,Marié(e),Consulting,Assistant de Direction,3,1,2,1,13,3.0,2.5
0,1,2,2,3,Infra & Cloud,Occasionnel,6,35,0,10274,Divorcé(e),Consulting,Tech Lead,2,7,3,0,18,2.75,2.5
0,0,3,1,3,Transformation Digitale,Frequent,4,34,0,5343,Célibataire,Consulting,Manager,0,13,2,0,20,2.75,3.0
0,1,2,4,4,Autre,Frequent,2,35,0,2376,Marié(e),Consulting,Consultant,1,2,1,0,13,3.5,2.5
1,0,2,9,3,Marketing,Occasionnel,1,43,1,5346,Célibataire,Commercial,Cadre Commercial,8,4,2,0,13,2.0,2.0
0,3,3,2,1,Infra & Cloud,Aucun,0,32,1,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,1,0,12,2.5,3.0
0,1,2,4,4,Entrepreunariat,Occasionnel,4,56,1,19943,Divorcé(e),Consulting,Senior Manager,4,5,5,0,13,3.0,3.0
0,1,5,6,1,Transformation Digitale,Occasionnel,0,29,1,3131,Marié(e),Consulting,Consultant,1,10,1,0,13,2.5,3.0
0,0,4,9,2,Infra & Cloud,Occasionnel,0,19,0,2552,Célibataire,Consulting,Assistant de Direction,1,1,1,0,25,2.5,3.5
0,1,2,7,3,Transformation Digitale,Occasionnel,0,45,1,4477,Marié(e),Consulting,Assistant de Direction,4,3,1,1,19,2.25,3.0
0,1,2,1,3,Infra & Cloud,Occasionnel,3,37,1,6474,Marié(e),Consulting,Tech Lead,1,14,2,0,13,3.0,2.5
0,0,2,3,3,Infra & Cloud,Occasionnel,1,20,0,3033,Célibataire,Consulting,Consultant,1,2,1,0,12,1.75,2.5
1,0,4,10,4,Infra & Cloud,Occasionnel,0,44,0,2936,Célibataire,Consulting,Assistant de Direction,1,6,1,1,11,3.0,3.0
0,1,6,7,2,Transformation Digitale,Occasionnel,4,53,1,18606,Divorcé(e),Consulting,Senior Manager,3,7,5,0,18,3.0,3.0
0,1,2,15,1,Infra & Cloud,Occasionnel,1,29,1,2168,Marié(e),Consulting,Assistant de Direction,0,5,1,1,18,2.25,2.0
1,1,5,3,4,Infra & Cloud,Frequent,0,22,0,2853,Marié(e),Consulting,Assistant de Direction,0,0,1,1,11,3.0,2.5
0,0,2,2,3,Marketing,Occasionnel,15,46,1,17048,Marié(e),Commercial,Senior Manager,8,26,4,0,23,2.0,3.5
0,0,3,17,3,Infra & Cloud,Aucun,0,44,0,2290,Célibataire,Consulting,Assistant de Direction,2,0,1,0,13,3.5,2.0
0,1,2,2,3,Ressources Humaines,Occasionnel,1,33,0,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,5,1,0,13,3.0,3.0
1,1,2,5,2,Infra & Cloud,Aucun,0,41,0,2107,Divorcé(e),Consulting,Assistant de Direction,6,1,1,0,17,1.0,2.5
0,3,3,29,4,Infra & Cloud,Occasionnel,0,30,0,4115,Divorcé(e),Commercial,Cadre Commercial,8,4,2,0,19,2.5,3.0
0,3,2,2,4,Transformation Digitale,Frequent,0,40,0,4327,Marié(e),Commercial,Cadre Commercial,5,0,2,0,12,2.75,3.0
0,1,3,2,3,Transformation Digitale,Frequent,2,50,1,17856,Marié(e),Consulting,Senior Manager,2,2,4,0,22,2.75,3.5
0,3,2,19,4,Transformation Digitale,Occasionnel,3,28,0,3196,Marié(e),Consulting,Consultant,1,6,1,0,12,2.75,2.5
0,1,2,15,2,Infra & Cloud,Occasionnel,0,46,0,19081,Marié(e),Consulting,Directeur Technique,5,4,5,0,11,2.5,3.0
0,3,2,17,4,Infra & Cloud,Occasionnel,1,35,0,8966,Marié(e),Commercial,Cadre Commercial,3,7,2,1,15,2.75,3.0
1,1,3,17,2,Infra & Cloud,Occasionnel,0,24,1,2210,Marié(e),Consulting,Consultant,1,1,1,0,13,2.0,3.0
0,1,3,25,3,Transformation Digitale,Frequent,0,33,1,4539,Marié(e),Commercial,Cadre Commercial,1,10,2,0,12,2.0,3.0
0,1,4,6,4,Infra & Cloud,Occasionnel,1,36,0,2741,Divorcé(e),Consulting,Consultant,1,7,1,0,14,3.0,2.0
0,3,4,7,4,Infra & Cloud,Occasionnel,8,30,0,3491,Divorcé(e),Consulting,Consultant,1,10,2,0,13,2.25,3.0
0,0,3,29,4,Autre,Occasionnel,13,44,0,4541,Célibataire,Consulting,Assistant de Direction,1,20,2,0,25,3.25,3.5
0,0,2,21,3,Marketing,Occasionnel,2,20,0,2678,Célibataire,Commercial,Représentant Commercial,1,2,1,0,17,3.5,3.5
0,1,3,2,4,Entrepreunariat,Occasionnel,1,46,0,7379,Divorcé(e),Consulting,Tech Lead,2,6,2,0,11,3.25,3.0
0,1,3,2,5,Transformation Digitale,Aucun,0,42,0,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,4,2,0,16,2.5,3.5
0,1,3,7,4,Marketing,Occasionnel,1,60,0,5220,Divorcé(e),Commercial,Cadre Commercial,0,11,2,1,18,2.75,3.5
0,1,2,13,3,Autre,Frequent,2,32,1,2743,Marié(e),Consulting,Consultant,1,2,1,0,20,2.75,3.0
0,0,2,2,2,Infra & Cloud,Frequent,0,32,1,4998,Célibataire,Consulting,Assistant de Direction,4,8,2,1,14,3.5,3.0
0,1,2,1,3,Entrepreunariat,Occasionnel,7,36,1,10252,Divorcé(e),Consulting,Tech Lead,2,7,3,1,21,2.5,2.5
0,1,5,9,3,Transformation Digitale,Occasionnel,4,33,0,2781,Marié(e),Consulting,Assistant de Direction,0,14,1,0,13,2.5,3.0
0,1,2,10,3,Entrepreunariat,Occasionnel,1,40,1,6852,Divorcé(e),Commercial,Cadre Commercial,7,5,2,0,12,2.5,2.5
0,0,4,10,4,Infra & Cloud,Occasionnel,1,25,0,4950,Célibataire,Commercial,Cadre Commercial,0,4,2,0,14,3.0,3.0
0,1,2,1,3,Transformation Digitale,Occasionnel,5,30,0,3579,Marié(e),Consulting,Assistant de Direction,0,11,1,1,21,2.5,3.5
0,0,6,26,5,Transformation Digitale,Frequent,0,42,1,13191,Marié(e),Consulting,Directeur Technique,3,1,3,1,17,2.0,3.0
0,1,6,8,2,Marketing,Aucun,4,35,1,10377,Marié(e),Commercial,Cadre Commercial,4,13,3,1,11,2.75,2.5
0,2,3,14,3,Infra & Cloud,Occasionnel,6,27,0,2235,Marié(e),Consulting,Assistant de Direction,1,9,1,1,14,2.0,3.0
0,1,2,1,4,Infra & Cloud,Frequent,1,54,1,10502,Divorcé(e),Consulting,Tech Lead,7,5,3,0,17,2.25,3.0
0,1,5,2,1,Infra & Cloud,Occasionnel,7,44,1,2011,Marié(e),Consulting,Assistant de Direction,1,10,1,0,13,3.0,3.5
1,0,2,10,3,Transformation Digitale,Aucun,0,19,1,1859,Célibataire,Consulting,Assistant de Direction,1,1,1,1,25,2.25,3.0
0,3,5,1,3,Infra & Cloud,Occasionnel,1,29,1,3760,Divorcé(e),Consulting,Assistant de Direction,1,3,1,0,15,2.25,3.0
0,0,2,3,3,Infra & Cloud,Occasionnel,0,54,0,17779,Marié(e),Consulting,Directeur Technique,3,10,4,0,14,3.0,3.0
0,0,2,11,2,Transformation Digitale,Occasionnel,0,31,0,6833,Marié(e),Consulting,Manager,1,6,2,1,12,2.5,3.0
0,0,2,24,3,Transformation Digitale,Occasionnel,1,31,1,6812,Célibataire,Consulting,Manager,1,10,2,0,19,2.25,2.5
0,0,2,3,3,Infra & Cloud,Occasionnel,0,59,1,5171,Célibataire,Commercial,Cadre Commercial,5,6,2,0,17,3.5,2.5
0,1,2,3,3,Infra & Cloud,Occasionnel,0,43,0,19740,Marié(e),Consulting,Directeur Technique,3,8,5,0,14,3.0,2.0
0,1,2,4,2,Transformation Digitale,Occasionnel,0,49,0,18711,Marié(e),Consulting,Senior Manager,2,1,5,0,13,2.75,2.5
0,0,2,3,3,Entrepreunariat,Frequent,0,36,0,3692,Marié(e),Consulting,Assistant de Direction,1,11,1,0,12,2.5,3.0
0,0,4,2,2,Entrepreunariat,Occasionnel,0,48,0,2559,Célibataire,Consulting,Consultant,5,1,1,0,11,2.75,3.5
0,3,2,4,2,Infra & Cloud,Occasionnel,0,27,0,2517,Divorcé(e),Consulting,Assistant de Direction,1,5,1,0,11,2.25,3.0
0,2,2,7,3,Infra & Cloud,Occasionnel,1,29,0,6623,Divorcé(e),Consulting,Manager,1,6,2,1,11,3.0,3.0
0,0,3,1,3,Infra & Cloud,Occasionnel,0,48,0,18265,Célibataire,Consulting,Directeur Technique,6,1,5,0,12,3.75,2.5
0,2,2,1,3,Infra & Cloud,Occasionnel,1,29,1,16124,Divorcé(e),Consulting,Directeur Technique,3,7,4,0,14,3.0,2.5
0,0,5,20,3,Entrepreunariat,Occasionnel,0,34,1,2585,Marié(e),Consulting,Assistant de Direction,0,1,1,0,17,3.0,3.5
0,1,5,5,3,Marketing,Occasionnel,3,44,0,18213,Marié(e),Commercial,Senior Manager,7,22,5,0,11,2.5,3.0
0,2,3,10,5,Marketing,Occasionnel,0,33,0,8380,Divorcé(e),Commercial,Cadre Commercial,0,9,3,1,14,3.5,3.5
0,0,2,25,3,Infra & Cloud,Occasionnel,0,19,1,2994,Célibataire,Consulting,Assistant de Direction,1,1,1,1,12,3.25,3.5
0,1,2,1,2,Infra & Cloud,Occasionnel,0,23,0,1223,Marié(e),Consulting,Assistant de Direction,1,1,1,0,22,3.5,3.5
1,0,4,24,1,Infra & Cloud,Frequent,1,25,0,1118,Célibataire,Commercial,Représentant Commercial,1,1,1,1,14,3.5,2.0
0,0,2,4,2,Infra & Cloud,Occasionnel,2,26,0,2875,Célibataire,Consulting,Assistant de Direction,1,8,1,1,20,2.75,3.5
1,0,2,2,3,Marketing,Occasionnel,1,45,1,18824,Célibataire,Commercial,Senior Manager,2,24,5,1,16,1.75,2.0
0,1,3,8,1,Transformation Digitale,Aucun,15,55,0,13577,Divorcé(e),Consulting,Manager,1,33,4,1,15,3.25,2.5
1,0,2,10,2,Infra & Cloud,Frequent,2,21,1,2625,Célibataire,Consulting,Consultant,1,2,1,0,20,2.0,3.0
0,1,2,4,2,Marketing,Occasionnel,0,46,1,18789,Marié(e),Commercial,Senior Manager,2,11,5,0,14,3.0,2.5
0,0,3,2,3,Marketing,Occasionnel,0,34,1,4538,Célibataire,Commercial,Cadre Commercial,0,3,2,1,12,2.75,3.0
0,1,5,9,3,Infra & Cloud,Frequent,11,51,0,19847,Divorcé(e),Commercial,Senior Manager,4,29,5,1,24,2.25,3.5
0,0,6,18,4,Transformation Digitale,Occasionnel,5,59,0,10512,Célibataire,Consulting,Tech Lead,6,9,3,0,12,3.5,3.0
0,2,2,19,3,Transformation Digitale,Frequent,5,34,1,4444,Divorcé(e),Consulting,Consultant,4,11,2,0,13,3.0,3.0
0,0,2,1,4,Transformation Digitale,Frequent,0,28,0,2154,Célibataire,Consulting,Consultant,0,4,1,1,11,3.0,3.0
0,2,4,4,2,Infra & Cloud,Occasionnel,14,44,0,19190,Divorcé(e),Consulting,Senior Manager,1,25,5,0,14,2.5,3.5
0,2,5,11,3,Infra & Cloud,Frequent,1,34,0,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,10,2,0,11,3.25,2.5
0,0,3,6,1,Infra & Cloud,Occasionnel,2,35,0,3506,Marié(e),Consulting,Assistant de Direction,0,3,1,1,14,3.25,3.0
0,0,2,7,4,Transformation Digitale,Occasionnel,0,42,1,2372,Marié(e),Consulting,Assistant de Direction,6,1,2,1,16,2.75,3.5
0,0,3,4,4,Marketing,Occasionnel,15,43,1,10231,Célibataire,Commercial,Cadre Commercial,3,21,3,0,14,4.0,2.5
0,0,2,2,4,Infra & Cloud,Occasionnel,5,36,1,5410,Célibataire,Consulting,Tech Lead,9,16,2,1,11,3.0,3.0
1,1,2,15,3,Transformation Digitale,Occasionnel,0,44,1,7978,Marié(e),Consulting,Manager,1,10,3,0,11,3.0,3.0
0,1,2,2,3,Infra & Cloud,Frequent,2,28,0,3867,Marié(e),Consulting,Consultant,1,2,1,1,12,3.25,2.5
0,0,6,6,2,Transformation Digitale,Frequent,7,51,1,2838,Célibataire,Consulting,Consultant,0,7,1,0,14,2.25,2.5
0,0,3,9,2,Transformation Digitale,Aucun,1,30,1,4695,Célibataire,Consulting,Tech Lead,7,8,2,1,18,3.0,3.0
1,2,2,7,3,Entrepreunariat,Occasionnel,7,29,1,3339,Divorcé(e),Consulting,Consultant,3,7,1,1,13,2.25,3.0
0,0,2,1,3,Entrepreunariat,Occasionnel,1,28,0,2080,Célibataire,Consulting,Assistant de Direction,2,3,1,0,11,2.25,3.0
0,0,3,1,3,Transformation Digitale,Occasionnel,2,25,1,2096,Célibataire,Consulting,Assistant de Direction,1,2,1,0,18,3.0,3.0
0,2,4,8,3,Transformation Digitale,Occasionnel,0,32,0,6209,Marié(e),Commercial,Cadre Commercial,1,10,2,0,15,3.5,3.5
0,0,4,25,3,Transformation Digitale,Frequent,0,45,1,18061,Célibataire,Consulting,Senior Manager,3,0,5,0,22,2.5,3.5
0,2,4,13,4,Transformation Digitale,Occasionnel,15,39,1,17123,Divorcé(e),Consulting,Senior Manager,6,19,4,1,13,3.0,2.5
0,2,3,23,4,Infra & Cloud,Occasionnel,2,58,0,2372,Divorcé(e),Consulting,Assistant de Direction,1,2,1,0,12,2.75,3.0
1,1,3,7,2,Infra & Cloud,Occasionnel,1,32,0,4883,Marié(e),Consulting,Consultant,1,10,2,0,18,2.75,3.0
1,0,2,23,3,Transformation Digitale,Occasionnel,0,39,0,3904,Célibataire,Consulting,Assistant de Direction,0,5,1,0,13,2.0,3.0
0,1,6,6,3,Entrepreunariat,Occasionnel,6,30,1,4627,Marié(e),Consulting,Consultant,0,9,2,0,12,2.25,2.5
0,0,0,10,4,Entrepreunariat,Occasionnel,1,36,1,7094,Marié(e),Consulting,Manager,3,7,3,0,12,2.75,3.0
0,0,3,1,2,Infra & Cloud,Occasionnel,5,46,1,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,7,1,0,12,3.0,3.0
0,3,6,1,3,Infra & Cloud,Aucun,7,28,1,6674,Marié(e),Consulting,Consultant,0,9,2,0,11,2.75,2.0
0,0,2,28,3,Infra & Cloud,Occasionnel,1,50,1,16880,Marié(e),Consulting,Directeur Technique,4,3,4,1,11,2.5,3.0
1,0,2,25,4,Marketing,Occasionnel,1,40,0,9094,Célibataire,Commercial,Cadre Commercial,2,5,3,1,12,3.0,2.5
1,0,2,5,3,Infra & Cloud,Occasionnel,7,52,0,8446,Célibataire,Commercial,Cadre Commercial,9,8,3,1,19,2.25,3.0
0,2,2,17,4,Transformation Digitale,Occasionnel,0,30,1,11916,Marié(e),Consulting,Senior Manager,1,9,3,1,23,2.5,3.5
0,0,6,18,2,Infra & Cloud,Occasionnel,1,39,0,4534,Célibataire,Consulting,Tech Lead,0,8,2,0,11,2.0,3.0
0,1,5,2,4,Infra & Cloud,Aucun,9,31,1,9852,Divorcé(e),Commercial,Cadre Commercial,1,10,3,1,19,2.5,3.0
0,0,4,10,2,Transformation Digitale,Aucun,11,41,0,6151,Célibataire,Commercial,Cadre Commercial,1,19,2,0,13,2.25,2.0
1,0,2,1,3,Infra & Cloud,Frequent,2,31,1,2302,Célibataire,Commercial,Représentant Commercial,1,3,1,1,11,2.75,3.0
1,0,4,3,3,Infra & Cloud,Occasionnel,1,44,0,2362,Marié(e),Consulting,Consultant,4,3,1,0,12,2.25,3.0
0,0,3,2,1,Infra & Cloud,Aucun,2,42,0,17861,Marié(e),Consulting,Senior Manager,0,20,4,1,13,3.0,3.0
0,1,5,2,2,Transformation Digitale,Occasionnel,9,55,1,19187,Marié(e),Consulting,Senior Manager,4,19,5,0,14,3.5,2.0
0,0,4,8,4,Infra & Cloud,Occasionnel,7,56,0,19717,Célibataire,Ressources Humaines,Senior Manager,6,7,5,0,14,2.5,3.0
0,1,0,16,2,Infra & Cloud,Aucun,0,40,0,3544,Divorcé(e),Consulting,Assistant de Direction,9,4,1,0,16,2.75,3.0
0,1,0,9,3,Infra & Cloud,Occasionnel,1,34,0,8500,Divorcé(e),Consulting,Manager,0,9,3,0,11,3.5,3.0
0,0,4,2,3,Infra & Cloud,Occasionnel,8,40,0,4661,Célibataire,Consulting,Assistant de Direction,1,9,2,0,13,3.25,3.0
0,1,2,1,3,Marketing,Frequent,1,41,1,4103,Divorcé(e),Commercial,Cadre Commercial,0,9,2,0,17,2.75,3.0
0,0,3,4,4,Infra & Cloud,Frequent,1,35,0,4249,Célibataire,Consulting,Assistant de Direction,1,9,2,1,11,2.75,3.0
0,1,2,5,3,Infra & Cloud,Occasionnel,0,51,0,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,33,4,1,11,2.5,3.0
0,1,3,2,2,Infra & Cloud,Occasionnel,1,38,1,6893,Divorcé(e),Commercial,Cadre Commercial,3,7,2,0,15,2.5,3.0
0,0,6,15,2,Transformation Digitale,Occasionnel,9,34,1,6125,Célibataire,Commercial,Cadre Commercial,1,10,2,0,12,3.0,3.0
0,3,6,19,1,Transformation Digitale,Occasionnel,1,25,0,3669,Marié(e),Consulting,Consultant,3,3,1,0,11,3.25,3.0
1,0,0,7,4,Transformation Digitale,Occasionnel,5,58,1,10008,Marié(e),Consulting,Tech Lead,7,10,3,1,14,2.5,2.5
0,1,3,1,4,Infra & Cloud,Occasionnel,0,40,0,2387,Marié(e),Consulting,Consultant,3,4,1,0,22,2.5,3.5
0,1,2,7,3,Marketing,Frequent,6,36,1,4639,Marié(e),Commercial,Cadre Commercial,2,15,2,0,16,2.0,3.5
0,0,2,4,3,Infra & Cloud,Occasionnel,0,48,0,7898,Célibataire,Consulting,Tech Lead,1,10,3,0,11,3.5,3.0
0,1,4,11,3,Transformation Digitale,Occasionnel,0,27,1,2534,Marié(e),Commercial,Représentant Commercial,8,1,1,0,14,3.0,3.5
0,0,1,11,2,Entrepreunariat,Occasionnel,0,51,1,13142,Célibataire,Consulting,Tech Lead,3,5,4,0,16,2.5,2.5
